"","DIA","MES","ANIO","HORA","CO_CENTENARIO","NO2_CENTENARIO","PM10_CENTENARIO","CO_CORDOBA","NO2_CORDOBA","PM10_CORDOBA","CO_LA_BOCA","NO2_LA_BOCA","PM10_LA_BOCA"
"3990",20,"Jun",2017,6,1.4,25,41,1.15,31,27,1.18,36,44
"3991",20,"Jun",2017,7,1.36,27,42,1.11,35,28,1.15,42,45
"3992",20,"Jun",2017,8,1.29,28,43,1.08,36,28,1.11,43,46
"3993",20,"Jun",2017,9,1.24,29,44,1.08,38,29,1.11,53,49
"3994",20,"Jun",2017,10,1.16,30,45,1.03,35,29,1.13,54,51
"3995",20,"Jun",2017,11,1.11,28,45,0.96,22,28,1.09,43,51
"3996",20,"Jun",2017,12,1.07,22,45,0.89,15,28,0.97,33,52
"3997",20,"Jun",2017,13,1.04,22,45,0.84,12,28,0.87,29,52
"3998",20,"Jun",2017,14,0.99,17,45,0.78,13,28,0.81,27,51
"3999",20,"Jun",2017,15,0.91,12,44,0.7,26,27,0.69,19,49
"4000",20,"Jun",2017,16,0.82,13,44,0.61,18,28,0.55,20,48
"4001",20,"Jun",2017,17,0.73,15,44,0.51,20,28,0.37,28,48
"4002",20,"Jun",2017,18,0.68,21,43,0.48,29,27,0.22,32,48
"4003",20,"Jun",2017,19,0.67,27,42,0.52,34,27,0.16,32,47
"4004",20,"Jun",2017,20,0.67,25,41,0.54,30,27,0.16,31,46
"4005",20,"Jun",2017,21,0.66,22,39,0.57,22,26,0.16,23,44
"4006",20,"Jun",2017,22,0.66,20,37,0.59,21,25,0.16,21,42
"4007",20,"Jun",2017,23,0.66,17,35,0.59,19,24,0.16,20,40
"4008",20,"Jun",2017,24,0.65,14,32,0.58,20,23,0.15,17,39
"4009",21,"Jun",2017,1,0.64,10,28,0.57,17,21,0.17,24,37
"4010",21,"Jun",2017,2,0.61,8,25,0.52,17,19,0.17,12,34
"4011",21,"Jun",2017,3,0.56,6,22,0.45,18,18,0.18,11,32
"4012",21,"Jun",2017,4,0.51,6,20,0.41,18,17,0.19,9,30
"4013",21,"Jun",2017,5,0.48,7,19,0.37,17,16,0.21,14,28
"4014",21,"Jun",2017,6,0.45,11,18,0.35,22,16,0.23,19,27
"4015",21,"Jun",2017,7,0.44,16,16,0.37,25,15,0.26,21,26
"4016",21,"Jun",2017,8,0.47,22,15,0.41,26,14,0.34,29,25
"4017",21,"Jun",2017,9,0.51,24,13,0.45,26,14,0.38,31,23
"4018",21,"Jun",2017,10,0.54,18,12,0.49,23,13,0.41,26,23
"4019",21,"Jun",2017,11,0.56,15,11,0.52,18,13,0.44,23,26
"4020",21,"Jun",2017,12,0.59,17,11,0.55,NA,14,0.48,26,34
"4021",21,"Jun",2017,13,0.62,16,10,0.59,NA,14,0.51,23,37
"4022",21,"Jun",2017,14,0.65,15,10,0.59,12,14,0.54,23,39
"4023",21,"Jun",2017,15,0.68,15,10,0.57,19,14,0.56,23,45
"4024",21,"Jun",2017,16,0.67,15,11,0.57,24,13,0.56,25,52
"4025",21,"Jun",2017,17,0.66,17,11,0.58,25,14,0.57,25,54
"4026",21,"Jun",2017,18,0.68,21,11,0.64,28,14,0.6,30,54
"4027",21,"Jun",2017,19,0.74,26,11,0.75,31,14,0.69,34,55
"4028",21,"Jun",2017,20,0.8,27,12,0.85,35,14,0.74,35,57
"4029",21,"Jun",2017,21,0.85,27,12,0.96,33,15,0.78,35,58
"4030",21,"Jun",2017,22,0.89,24,12,1.05,26,15,0.79,24,59
"4031",21,"Jun",2017,23,0.9,18,13,1.13,23,16,0.78,21,59
"4032",21,"Jun",2017,24,0.9,16,13,1.16,21,16,0.76,16,60
"4033",22,"Jun",2017,1,0.88,12,13,1.12,12,16,0.72,14,60
"4034",22,"Jun",2017,2,0.85,9,13,1.06,9,16,0.65,14,60
"4035",22,"Jun",2017,3,0.78,6,13,0.93,6,16,0.55,12,60
"4036",22,"Jun",2017,4,0.69,6,13,0.79,5,16,0.47,11,60
"4037",22,"Jun",2017,5,0.62,6,14,0.66,6,16,0.4,15,61
"4038",22,"Jun",2017,6,0.57,8,13,0.58,9,16,0.37,15,61
"4039",22,"Jun",2017,7,0.56,12,14,0.52,14,16,0.37,17,61
"4040",22,"Jun",2017,8,0.57,14,14,0.51,17,16,0.39,19,62
"4041",22,"Jun",2017,9,0.61,16,15,0.56,20,17,0.44,19,62
"4042",22,"Jun",2017,10,0.67,17,15,0.6,20,17,0.49,19,61
"4043",22,"Jun",2017,11,0.72,17,16,0.66,19,17,0.54,23,58
"4044",22,"Jun",2017,12,0.79,18,16,0.7,18,17,0.6,30,55
"4045",22,"Jun",2017,13,0.85,18,16,0.73,18,17,0.66,25,50
"4046",22,"Jun",2017,14,0.89,16,19,0.74,18,17,0.7,24,49
"4047",22,"Jun",2017,15,0.92,20,20,0.72,19,18,0.74,26,45
"4048",22,"Jun",2017,16,0.94,22,20,0.71,26,19,0.77,30,40
"4049",22,"Jun",2017,17,0.96,25,21,0.66,26,19,0.79,31,40
"4050",22,"Jun",2017,18,0.97,26,21,0.62,28,20,0.83,38,40
"4051",22,"Jun",2017,19,1.01,27,21,0.57,26,20,0.91,43,40
"4052",22,"Jun",2017,20,0.99,23,21,0.53,24,20,0.95,37,40
"4053",22,"Jun",2017,21,1.01,26,21,0.52,30,20,0.96,34,39
"4054",22,"Jun",2017,22,1.04,24,22,0.51,25,20,0.95,24,40
"4055",22,"Jun",2017,23,1.03,19,22,0.5,18,20,0.92,25,40
"4056",22,"Jun",2017,24,1.01,16,22,0.46,16,20,0.86,24,40
"4057",23,"Jun",2017,1,0.96,13,22,0.45,13,19,0.81,22,40
"4058",23,"Jun",2017,2,0.91,11,22,0.45,12,19,0.72,23,41
"4059",23,"Jun",2017,3,0.83,9,23,0.44,9,20,0.59,22,41
"4060",23,"Jun",2017,4,0.79,9,23,0.43,8,20,0.49,20,41
"4061",23,"Jun",2017,5,0.71,9,23,0.41,9,20,0.42,22,41
"4062",23,"Jun",2017,6,0.66,12,23,0.4,10,20,0.38,21,41
"4063",23,"Jun",2017,7,0.64,16,24,0.41,13,20,0.38,21,41
"4064",23,"Jun",2017,8,0.66,21,24,0.44,18,20,0.39,22,41
"4065",23,"Jun",2017,9,0.7,22,23,0.45,22,20,0.41,23,42
"4066",23,"Jun",2017,10,0.74,20,24,0.48,21,21,0.44,23,44
"4067",23,"Jun",2017,11,0.75,22,24,0.51,22,21,0.48,28,46
"4068",23,"Jun",2017,12,0.78,NA,24,0.54,22,21,0.53,33,50
"4069",23,"Jun",2017,13,0.79,NA,25,0.58,20,21,0.58,28,50
"4070",23,"Jun",2017,14,0.84,24,24,0.61,22,21,0.63,31,49
"4071",23,"Jun",2017,15,0.87,24,24,0.63,20,20,0.67,30,49
"4072",23,"Jun",2017,16,0.84,23,24,0.65,23,21,0.71,36,50
"4073",23,"Jun",2017,17,0.82,28,24,0.66,28,20,0.77,41,51
"4074",23,"Jun",2017,18,0.83,29,25,0.68,32,20,0.84,39,52
"4075",23,"Jun",2017,19,0.86,30,25,0.69,33,21,0.92,42,52
"4076",23,"Jun",2017,20,0.89,30,25,0.69,30,21,0.97,35,53
"4077",23,"Jun",2017,21,0.91,25,25,0.69,24,21,0.97,30,53
"4078",23,"Jun",2017,22,0.92,26,25,0.7,24,21,0.98,35,54
"4079",23,"Jun",2017,23,0.96,27,26,0.72,28,21,0.97,28,55
"4080",23,"Jun",2017,24,1.01,27,27,0.76,30,21,0.94,24,55
"4081",24,"Jun",2017,1,1.06,25,28,0.83,31,22,0.88,23,55
"4082",24,"Jun",2017,2,1.11,25,29,0.87,29,23,0.83,24,56
"4083",24,"Jun",2017,3,1.08,24,29,0.89,29,24,0.76,23,57
"4084",24,"Jun",2017,4,1.03,22,30,0.89,24,25,0.71,17,59
"4085",24,"Jun",2017,5,1,19,31,0.89,20,26,0.67,16,59
"4086",24,"Jun",2017,6,0.94,16,31,0.88,20,26,0.61,17,59
"4087",24,"Jun",2017,7,0.85,17,31,0.84,21,27,0.57,19,59
"4088",24,"Jun",2017,8,0.77,19,31,0.8,23,27,0.55,21,59
"4089",24,"Jun",2017,9,0.69,20,32,0.74,26,27,0.55,18,58
"4090",24,"Jun",2017,10,0.63,22,32,0.71,25,28,0.53,21,56
"4091",24,"Jun",2017,11,0.62,20,32,0.69,22,28,0.48,18,54
"4092",24,"Jun",2017,12,0.63,21,32,0.7,22,28,0.45,18,50
"4093",24,"Jun",2017,13,0.64,18,32,0.73,20,28,0.45,16,47
"4094",24,"Jun",2017,14,0.68,20,31,0.78,22,28,0.47,17,46
"4095",24,"Jun",2017,15,0.71,22,30,0.81,23,29,0.47,19,44
"4096",24,"Jun",2017,16,0.74,24,30,0.89,29,29,0.47,20,41
"4097",24,"Jun",2017,17,0.77,27,30,0.95,30,29,0.45,21,39
"4098",24,"Jun",2017,18,0.79,28,29,0.99,31,29,0.45,22,37
"4099",24,"Jun",2017,19,0.86,28,30,1.03,32,29,0.46,23,36
"4100",24,"Jun",2017,20,0.98,30,30,1.07,33,29,0.49,22,34
"4101",24,"Jun",2017,21,0.99,22,30,1.04,33,28,0.55,25,33
"4102",24,"Jun",2017,22,0.99,22,30,1,28,29,0.56,23,32
"4103",24,"Jun",2017,23,0.97,19,30,0.96,27,29,0.58,24,31
"4104",24,"Jun",2017,24,0.96,19,29,0.87,24,28,0.6,23,31
"4105",25,"Jun",2017,1,0.93,15,28,0.77,19,28,0.63,22,32
"4106",25,"Jun",2017,2,0.87,13,27,0.67,11,27,0.62,22,32
"4107",25,"Jun",2017,3,0.76,10,27,0.59,11,26,0.59,21,31
"4108",25,"Jun",2017,4,0.61,9,26,0.51,9,26,0.55,19,30
"4109",25,"Jun",2017,5,0.56,9,25,0.48,10,25,0.48,18,29
"4110",25,"Jun",2017,6,0.51,9,25,0.45,12,25,0.44,22,29
"4111",25,"Jun",2017,7,0.48,11,25,0.44,13,25,0.41,23,29
"4112",25,"Jun",2017,8,0.45,12,25,0.44,13,24,0.38,23,29
"4113",25,"Jun",2017,9,0.44,13,25,0.43,25,24,0.35,19,28
"4114",25,"Jun",2017,10,0.43,13,24,0.43,27,23,0.35,17,28
"4115",25,"Jun",2017,11,0.44,13,23,0.43,18,23,0.36,17,27
"4116",25,"Jun",2017,12,0.45,11,23,0.43,11,22,0.37,20,27
"4117",25,"Jun",2017,13,0.47,12,22,0.44,11,22,0.4,19,27
"4118",25,"Jun",2017,14,0.49,11,22,0.45,10,21,0.42,20,28
"4119",25,"Jun",2017,15,0.5,10,22,0.46,10,21,0.45,20,28
"4120",25,"Jun",2017,16,0.52,13,22,0.46,12,21,0.48,20,29
"4121",25,"Jun",2017,17,0.54,16,22,0.48,18,20,0.52,24,29
"4122",25,"Jun",2017,18,0.59,23,22,0.5,25,20,0.57,27,29
"4123",25,"Jun",2017,19,0.65,26,21,0.56,32,20,0.63,27,30
"4124",25,"Jun",2017,20,0.73,26,21,0.63,36,20,0.71,28,30
"4125",25,"Jun",2017,21,0.75,21,21,0.66,32,20,0.73,23,30
"4126",25,"Jun",2017,22,0.77,19,20,0.66,28,20,0.75,24,30
"4127",25,"Jun",2017,23,0.78,21,20,0.66,20,19,0.74,23,30
"4128",25,"Jun",2017,24,0.78,18,20,0.65,22,19,0.71,23,29
"4129",26,"Jun",2017,1,0.75,11,20,0.63,12,18,0.66,23,28
"4130",26,"Jun",2017,2,0.68,8,19,0.59,20,18,0.6,20,28
"4131",26,"Jun",2017,3,0.6,6,19,0.52,22,18,0.52,16,27
"4132",26,"Jun",2017,4,0.5,5,19,0.44,8,17,0.41,23,27
"4133",26,"Jun",2017,5,0.44,8,19,0.39,8,17,0.36,25,27
"4134",26,"Jun",2017,6,0.4,12,18,0.38,11,17,0.32,24,27
"4135",26,"Jun",2017,7,0.39,20,18,0.36,15,16,0.31,23,27
"4136",26,"Jun",2017,8,0.41,22,18,0.37,22,17,0.33,26,28
"4137",26,"Jun",2017,9,0.49,25,18,0.39,24,16,0.36,29,30
"4138",26,"Jun",2017,10,0.54,22,19,0.42,24,17,0.39,24,30
"4139",26,"Jun",2017,11,0.57,19,19,0.45,20,17,0.42,22,31
"4140",26,"Jun",2017,12,0.61,18,19,0.47,20,17,0.45,21,31
"4141",26,"Jun",2017,13,0.65,20,20,0.5,24,18,0.5,22,31
"4142",26,"Jun",2017,14,0.69,22,20,0.53,21,18,0.53,24,30
"4143",26,"Jun",2017,15,0.71,20,20,0.55,22,18,0.56,28,29
"4144",26,"Jun",2017,16,0.71,23,20,0.57,24,18,0.58,27,NA
"4145",26,"Jun",2017,17,0.68,27,20,0.58,29,19,0.6,34,NA
"4146",26,"Jun",2017,18,0.69,27,20,0.58,31,19,0.64,39,NA
"4147",26,"Jun",2017,19,0.71,27,20,0.61,31,19,0.68,33,NA
"4148",26,"Jun",2017,20,0.74,26,21,0.62,31,19,0.71,27,NA
"4149",26,"Jun",2017,21,0.74,20,20,0.62,27,19,0.69,20,NA
"4150",26,"Jun",2017,22,0.74,19,21,0.61,28,20,0.67,20,NA
"4151",26,"Jun",2017,23,0.73,16,21,0.59,22,20,0.64,19,NA
"4152",26,"Jun",2017,24,0.7,13,20,0.57,17,20,0.6,21,NA
"4153",27,"Jun",2017,1,0.65,9,21,0.54,11,20,0.54,26,NA
"4154",27,"Jun",2017,2,0.6,8,21,0.51,10,20,0.48,25,NA
"4155",27,"Jun",2017,3,0.54,6,21,0.46,9,20,0.4,21,NA
"4156",27,"Jun",2017,4,0.49,6,21,0.44,9,20,0.35,19,NA
"4157",27,"Jun",2017,5,0.45,9,21,0.43,11,20,0.32,23,NA
"4158",27,"Jun",2017,6,0.42,11,22,0.43,12,21,0.31,23,NA
"4159",27,"Jun",2017,7,0.42,16,22,0.44,17,21,0.33,25,NA
"4160",27,"Jun",2017,8,0.45,21,23,0.49,26,22,0.37,26,NA
"4161",27,"Jun",2017,9,0.52,21,23,0.54,23,22,0.44,26,NA
"4162",27,"Jun",2017,10,0.59,16,23,0.61,20,23,0.5,20,NA
"4163",27,"Jun",2017,11,0.63,13,24,0.68,20,23,0.53,16,44
"4164",27,"Jun",2017,12,0.68,13,23,0.76,22,23,0.57,NA,45
"4165",27,"Jun",2017,13,0.72,14,23,0.83,23,23,0.64,20,46
"4166",27,"Jun",2017,14,0.75,15,23,0.9,26,23,0.66,21,45
"4167",27,"Jun",2017,15,0.77,17,22,0.94,28,22,0.65,23,43
"4168",27,"Jun",2017,16,0.75,18,22,0.96,27,22,0.6,24,42
"4169",27,"Jun",2017,17,0.71,19,21,0.98,28,21,0.52,25,41
"4170",27,"Jun",2017,18,0.68,19,20,1,30,20,0.46,28,39
"4171",27,"Jun",2017,19,0.68,20,20,1,28,20,0.46,28,36
"4172",27,"Jun",2017,20,0.67,19,19,0.98,28,19,0.45,28,34
"4173",27,"Jun",2017,21,0.67,19,18,0.97,NA,19,0.42,25,33
"4174",27,"Jun",2017,22,0.65,16,18,0.94,27,18,0.4,22,32
"4175",27,"Jun",2017,23,0.62,14,17,0.93,26,18,0.39,19,31
"4176",27,"Jun",2017,24,0.6,13,17,0.9,24,18,0.38,13,30
"4177",28,"Jun",2017,1,0.57,10,17,0.84,22,18,0.39,11,29
"4178",28,"Jun",2017,2,0.54,8,16,0.74,17,18,0.38,8,28
"4179",28,"Jun",2017,3,0.49,6,16,0.66,15,18,0.37,7,28
"4180",28,"Jun",2017,4,0.45,5,16,0.58,14,18,0.37,6,27
"4181",28,"Jun",2017,5,0.41,5,15,0.55,12,17,0.36,6,26
"4182",28,"Jun",2017,6,0.38,8,14,0.5,18,17,0.36,9,25
"4183",28,"Jun",2017,7,0.38,14,14,0.49,25,16,0.36,18,24
"4184",28,"Jun",2017,8,0.39,18,13,0.51,29,16,0.38,28,23
"4185",28,"Jun",2017,9,0.43,20,12,0.56,33,15,0.39,29,20
"4186",28,"Jun",2017,10,0.5,24,12,0.63,33,16,0.42,28,20
"4187",28,"Jun",2017,11,0.56,25,12,0.76,40,16,0.45,29,18
"4188",28,"Jun",2017,12,0.64,26,13,0.89,39,16,0.48,30,17
"4189",28,"Jun",2017,13,0.71,25,13,1.01,39,17,0.51,28,16
"4190",28,"Jun",2017,14,0.78,23,14,1.11,37,18,0.55,28,17
"4191",28,"Jun",2017,15,0.83,23,15,1.18,35,19,0.58,30,18
"4192",28,"Jun",2017,16,0.86,22,15,1.24,34,20,0.59,30,18
"4193",28,"Jun",2017,17,0.88,24,15,1.28,38,20,0.59,34,19
"4194",28,"Jun",2017,18,0.86,24,15,1.38,41,21,0.57,33,19
"4195",28,"Jun",2017,19,0.88,25,16,1.51,40,22,0.57,34,19
"4196",28,"Jun",2017,20,0.87,24,16,1.49,34,23,0.58,32,20
"4197",28,"Jun",2017,21,0.89,23,17,1.47,32,24,0.57,32,21
"4198",28,"Jun",2017,22,0.89,21,18,1.48,31,25,0.56,29,22
"4199",28,"Jun",2017,23,0.91,20,18,1.45,29,26,0.56,29,23
"4200",28,"Jun",2017,24,0.9,19,19,1.37,29,26,0.57,26,23
"4201",29,"Jun",2017,1,0.87,18,19,1.31,26,27,0.58,29,24
"4202",29,"Jun",2017,2,0.85,16,19,1.15,24,27,0.57,28,25
"4203",29,"Jun",2017,3,0.8,16,19,0.92,25,27,0.56,26,25
"4204",29,"Jun",2017,4,0.74,13,20,0.83,22,28,0.55,25,26
"4205",29,"Jun",2017,5,0.66,10,20,0.73,17,28,0.53,28,26
"4206",29,"Jun",2017,6,0.6,14,20,0.61,22,28,0.52,29,26
"4207",29,"Jun",2017,7,0.57,20,20,0.59,30,28,0.51,26,27
"4208",29,"Jun",2017,8,0.6,25,20,0.68,38,28,0.53,22,27
"4209",29,"Jun",2017,9,0.7,27,21,0.75,40,29,0.57,29,28
"4210",29,"Jun",2017,10,0.76,27,21,0.87,43,29,0.65,36,27
"4211",29,"Jun",2017,11,0.8,25,22,0.9,29,29,0.73,38,30
"4212",29,"Jun",2017,12,0.86,26,22,0.97,35,28,0.8,37,32
"4213",29,"Jun",2017,13,0.98,NA,22,1.07,39,28,0.9,37,35
"4214",29,"Jun",2017,14,1.01,NA,22,1.15,34,28,0.93,27,36
"4215",29,"Jun",2017,15,0.99,17,22,1.15,25,28,0.94,23,40
"4216",29,"Jun",2017,16,0.91,18,22,1.08,27,28,0.94,31,43
"4217",29,"Jun",2017,17,0.78,22,22,1.01,27,28,0.93,30,58
"4218",29,"Jun",2017,18,0.71,23,23,0.93,31,28,0.92,33,61
"4219",29,"Jun",2017,19,0.75,23,23,0.95,30,28,0.95,34,63
"4220",29,"Jun",2017,20,0.77,22,24,0.92,28,27,0.97,32,64
"4221",29,"Jun",2017,21,0.75,23,24,0.87,27,27,0.96,33,65
"4222",29,"Jun",2017,22,0.78,21,25,0.85,28,26,1.01,30,66
"4223",29,"Jun",2017,23,0.79,20,25,0.87,29,26,1.04,26,66
"4224",29,"Jun",2017,24,0.8,18,26,0.85,26,26,1.05,26,67
"4225",30,"Jun",2017,1,0.78,17,26,0.86,27,27,1.04,28,67
"4226",30,"Jun",2017,2,0.74,16,27,0.84,29,27,0.98,28,67
"4227",30,"Jun",2017,3,0.67,14,27,0.8,24,27,0.88,24,67
"4228",30,"Jun",2017,4,0.59,12,27,0.75,19,28,0.77,17,67
"4229",30,"Jun",2017,5,0.5,12,28,0.71,18,28,0.68,22,67
"4230",30,"Jun",2017,6,0.43,15,28,0.67,22,28,0.6,25,68
"4231",30,"Jun",2017,7,0.42,18,28,0.64,27,28,0.57,26,68
"4232",30,"Jun",2017,8,0.47,21,28,0.67,30,28,0.57,24,68
"4233",30,"Jun",2017,9,0.53,21,28,0.69,26,28,0.56,22,68
"4234",30,"Jun",2017,10,0.58,19,28,0.71,25,27,0.57,19,68
"4235",30,"Jun",2017,11,0.64,19,28,0.8,29,27,0.58,20,64
"4236",30,"Jun",2017,12,0.7,22,28,0.97,35,28,0.61,24,62
"4237",30,"Jun",2017,13,0.78,28,29,1.16,44,29,0.66,31,60
"4238",30,"Jun",2017,14,0.87,36,29,1.28,46,29,0.71,37,60
"4239",30,"Jun",2017,15,0.93,38,31,1.4,45,30,0.71,37,59
"4240",30,"Jun",2017,16,0.88,28,31,1.45,43,31,0.68,33,58
"4241",30,"Jun",2017,17,0.83,28,32,1.57,43,32,0.64,26,45
"4242",30,"Jun",2017,18,0.81,28,32,1.68,43,33,0.59,34,41
"4243",30,"Jun",2017,19,0.85,30,32,1.74,41,33,0.58,35,40
"4244",30,"Jun",2017,20,0.89,31,32,1.71,41,33,0.57,36,39
"4245",30,"Jun",2017,21,0.92,31,33,1.67,41,35,0.55,37,39
"4246",30,"Jun",2017,22,0.93,30,33,1.67,41,36,0.54,34,39
"4247",30,"Jun",2017,23,0.97,31,34,1.61,36,36,0.57,32,41
"4248",30,"Jun",2017,24,1.11,31,35,1.58,34,36,0.63,37,42
"4249",1,"Jul",2017,1,1.23,30,37,1.47,31,37,0.67,37,43
"4250",1,"Jul",2017,2,1.34,27,38,1.36,28,36,0.74,37,43
"4251",1,"Jul",2017,3,1.33,26,39,1.25,29,37,0.82,37,44
"4252",1,"Jul",2017,4,1.32,26,39,1.14,27,37,0.89,35,45
"4253",1,"Jul",2017,5,1.32,26,40,0.99,25,37,0.95,34,47
"4254",1,"Jul",2017,6,1.25,23,40,0.84,25,37,0.96,32,48
"4255",1,"Jul",2017,7,1.16,25,40,0.75,23,37,0.96,32,48
"4256",1,"Jul",2017,8,1.03,26,40,0.69,30,37,0.92,36,48
"4257",1,"Jul",2017,9,0.94,25,40,0.65,30,37,0.93,34,49
"4258",1,"Jul",2017,10,0.82,23,40,0.6,23,37,0.88,29,50
"4259",1,"Jul",2017,11,0.76,17,39,0.55,18,36,0.81,26,51
"4260",1,"Jul",2017,12,0.69,18,38,0.52,14,36,0.73,27,52
"4261",1,"Jul",2017,13,0.62,19,37,0.5,14,34,0.66,27,52
"4262",1,"Jul",2017,14,0.61,16,36,0.49,14,32,0.63,27,51
"4263",1,"Jul",2017,15,0.59,17,34,0.47,25,30,0.59,25,50
"4264",1,"Jul",2017,16,0.57,17,33,0.45,28,29,0.55,27,47
"4265",1,"Jul",2017,17,0.52,18,32,0.42,25,29,0.52,29,47
"4266",1,"Jul",2017,18,0.49,25,32,0.45,36,28,0.52,34,48
"4267",1,"Jul",2017,19,0.54,32,31,0.49,38,27,0.54,35,48
"4268",1,"Jul",2017,20,0.58,33,31,0.56,38,26,0.54,35,47
"4269",1,"Jul",2017,21,0.64,33,30,0.65,37,25,0.56,34,46
"4270",1,"Jul",2017,22,0.7,28,29,0.68,34,23,0.58,32,45
"4271",1,"Jul",2017,23,0.72,24,28,0.7,28,22,0.59,30,43
"4272",1,"Jul",2017,24,0.73,23,26,0.69,22,21,0.61,30,41
"4273",2,"Jul",2017,1,0.73,19,23,0.67,18,20,0.62,26,40
"4274",2,"Jul",2017,2,0.71,17,22,0.62,17,19,0.62,23,39
"4275",2,"Jul",2017,3,0.65,13,21,0.57,12,19,0.6,23,38
"4276",2,"Jul",2017,4,0.58,12,20,0.51,10,18,0.58,23,36
"4277",2,"Jul",2017,5,0.48,12,18,0.45,10,18,0.54,24,35
"4278",2,"Jul",2017,6,0.41,13,18,0.44,10,17,0.48,31,33
"4279",2,"Jul",2017,7,0.37,14,18,0.46,12,17,0.46,31,32
"4280",2,"Jul",2017,8,0.34,13,17,0.52,13,17,0.44,29,32
"4281",2,"Jul",2017,9,0.32,12,17,0.58,13,16,0.42,28,30
"4282",2,"Jul",2017,10,0.31,10,16,0.64,13,15,0.41,22,28
"4283",2,"Jul",2017,11,0.31,10,15,0.67,9,14,0.41,18,26
"4284",2,"Jul",2017,12,0.31,8,14,0.69,8,14,0.41,18,24
"4285",2,"Jul",2017,13,0.32,8,14,0.69,7,14,0.42,17,23
"4286",2,"Jul",2017,14,0.32,8,14,0.7,13,14,0.43,16,23
"4287",2,"Jul",2017,15,0.33,9,14,0.68,9,13,0.44,18,22
"4288",2,"Jul",2017,16,0.33,10,13,0.65,16,12,0.46,21,21
"4289",2,"Jul",2017,17,0.35,12,13,0.63,25,12,0.47,20,20
"4290",2,"Jul",2017,18,0.37,16,13,0.62,22,12,0.48,23,20
"4291",2,"Jul",2017,19,0.39,17,12,0.63,22,11,0.5,24,19
"4292",2,"Jul",2017,20,0.42,18,11,0.64,23,11,0.51,26,19
"4293",2,"Jul",2017,21,0.44,17,11,0.66,25,11,0.51,22,18
"4294",2,"Jul",2017,22,0.45,17,10,0.67,24,10,0.5,20,18
"4295",2,"Jul",2017,23,0.45,14,10,0.68,23,11,0.49,20,17
"4296",2,"Jul",2017,24,0.45,10,10,0.67,23,11,0.47,21,17
"4297",3,"Jul",2017,1,0.43,8,10,0.62,21,11,0.46,16,16
"4298",3,"Jul",2017,2,0.39,6,10,0.56,24,11,0.44,9,16
"4299",3,"Jul",2017,3,0.36,4,10,0.5,21,12,0.42,6,17
"4300",3,"Jul",2017,4,0.32,5,10,0.45,12,12,0.39,8,17
"4301",3,"Jul",2017,5,0.29,5,10,0.39,6,12,0.38,12,17
"4302",3,"Jul",2017,6,0.25,7,10,0.35,15,13,0.38,22,18
"4303",3,"Jul",2017,7,0.25,15,10,0.33,20,13,0.39,25,18
"4304",3,"Jul",2017,8,0.27,16,10,0.32,25,13,0.39,NA,18
"4305",3,"Jul",2017,9,0.3,18,10,0.34,20,14,0.39,NA,19
"4306",3,"Jul",2017,10,0.33,16,10,0.36,17,14,0.42,24,20
"4307",3,"Jul",2017,11,0.36,14,10,0.38,19,14,0.45,21,21
"4308",3,"Jul",2017,12,0.38,11,11,0.4,19,15,0.48,20,22
"4309",3,"Jul",2017,13,0.41,13,11,0.41,20,15,0.53,21,22
"4310",3,"Jul",2017,14,0.44,12,11,0.42,23,15,0.55,19,23
"4311",3,"Jul",2017,15,0.46,13,11,0.43,24,16,0.57,19,24
"4312",3,"Jul",2017,16,0.46,14,11,0.43,19,16,0.58,23,26
"4313",3,"Jul",2017,17,0.47,19,11,0.47,28,17,0.61,28,27
"4314",3,"Jul",2017,18,0.48,23,12,0.48,30,17,0.67,32,28
"4315",3,"Jul",2017,19,0.51,21,12,0.49,27,17,0.7,25,28
"4316",3,"Jul",2017,20,0.54,19,12,0.5,24,18,0.71,23,29
"4317",3,"Jul",2017,21,0.55,17,12,0.5,19,18,0.69,18,29
"4318",3,"Jul",2017,22,0.56,15,12,0.5,20,18,0.68,17,29
"4319",3,"Jul",2017,23,0.55,13,12,0.47,21,18,0.67,19,29
"4320",3,"Jul",2017,24,0.54,10,12,0.44,20,18,0.64,16,30
"4321",4,"Jul",2017,1,0.51,9,13,0.4,19,18,0.6,13,30
"4322",4,"Jul",2017,2,0.47,6,13,0.39,16,17,0.53,12,29
"4323",4,"Jul",2017,3,0.43,5,13,0.37,12,17,0.49,12,29
"4324",4,"Jul",2017,4,0.4,5,13,0.35,19,17,0.46,10,28
"4325",4,"Jul",2017,5,0.36,5,13,0.35,17,17,0.45,11,28
"4326",4,"Jul",2017,6,0.34,8,13,0.35,20,17,0.44,16,28
"4327",4,"Jul",2017,7,0.33,13,13,0.37,21,17,0.45,20,28
"4328",4,"Jul",2017,8,0.35,17,14,0.39,NA,17,0.47,22,28
"4329",4,"Jul",2017,9,0.39,18,14,0.42,22,17,0.48,20,28
"4330",4,"Jul",2017,10,0.42,15,14,0.44,20,17,0.5,19,27
"4331",4,"Jul",2017,11,0.44,13,14,0.47,18,18,0.51,17,27
"4332",4,"Jul",2017,12,0.47,12,14,0.51,20,18,0.52,18,30
"4333",4,"Jul",2017,13,0.49,12,14,0.54,21,19,0.54,17,31
"4334",4,"Jul",2017,14,0.51,11,14,0.57,27,19,0.55,19,31
"4335",4,"Jul",2017,15,0.53,13,14,0.59,21,19,0.56,21,36
